load_factor,elasticity_factor,stiffness_loss,affected_component,maximum_vertical_displacement_mm,maximum_total_displacement_mm,approximate_maximum_stress_mpa,risk_index,structural_state,data_status
0.95,0.9,0.5,SUPPORT,4.360781481481481,7.198806203703703,54.238464,0.8077923121117284,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.6,ARCH,4.003891111111111,6.207322799999999,48.59136,0.7175866998888889,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.6,DECK,2.8196416275430356,4.168976580594678,37.6337408,0.5021477124509232,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,0.9,0.6,SUPPORT,6.903260536398468,11.39594703065134,57.91175679999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.0,ARCH,1.2839078095238095,1.9904712685714283,32.832,0.2241644765333333,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.0,DECK,1.2839078095238095,1.8983198209523808,27.968,0.20144057334285712,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.0,SUPPORT,1.2839078095238095,2.119483295238095,35.872,0.2414021543333333,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.1,ARCH,1.4293066666666667,2.2158864,35.458560000000006,0.27619165691005293,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.1,DECK,1.3861810344827585,2.0495357327586206,29.578956800000004,0.23723086383541053,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.1,SUPPORT,1.4752018348623852,2.435272706422018,39.5452928,0.3105765550793971,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.2,ARCH,1.6172257142857138,2.5072215428571423,38.08512,0.3323431890952381,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.2,DECK,1.5114259012016018,2.234716328437917,31.1899136,0.2750861717388696,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.2,SUPPORT,1.7389523809523808,2.870673809523809,43.218585600000004,0.3872395974869227,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.3,ARCH,1.8658878911564627,2.892728130612245,40.71168,0.3943866524353742,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.3,DECK,1.6659713313896987,2.4632192249757043,32.8008704,0.3155754304215452,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.3,SUPPORT,2.120327149041435,3.5002497371675942,46.891878399999996,0.4760595257085095,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.4,ARCH,2.205664761904762,3.4194918857142866,43.338240000000006,0.4652680125079366,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.4,DECK,1.858706260032103,2.7481871428571427,34.4118272,0.35949770360297484,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.4,SUPPORT,2.711882903981265,4.476793793911008,50.56517120000001,0.5866024138273537,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.5,ARCH,2.6912251428571423,4.172267108571428,45.9648,0.5502900073523809,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.5,DECK,2.1025196428571427,3.108677026785714,36.022784,0.4080116336764881,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.5,SUPPORT,3.737812698412698,6.170405317460317,54.238464,0.7420394190671958,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.6,ARCH,3.4319066666666664,5.320562399999999,48.59136,0.6600581130476191,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.6,DECK,2.4168356807511735,3.5734084976525815,37.6337408,0.4628633436855532,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.05,0.6,SUPPORT,5.917080459770116,9.76795459770115,57.91175679999999,0.9764235300289655,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.0,ARCH,1.1234193333333333,1.74166236,32.832,0.2076377169666667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.0,DECK,1.1234193333333333,1.6610298433333335,27.968,0.18540336834166668,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.0,SUPPORT,1.1234193333333333,1.8545478833333333,35.872,0.224190018375,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.1,ARCH,1.2506433333333333,1.9389006,35.458560000000006,0.2578060037962963,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.1,DECK,1.212908405172414,1.793343766163793,29.578956800000004,0.21992850164265088,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.1,SUPPORT,1.2908016055045872,2.130863618119266,39.5452928,0.2908130438811392,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.2,ARCH,1.4150725,2.19381885,38.08512,0.3115830984583334,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.2,DECK,1.3224976635514019,1.9553767873831778,31.1899136,0.25626052517817755,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.2,SUPPORT,1.5215833333333333,2.5118395833333333,43.218585600000004,0.3639886308410574,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.3,ARCH,1.632651904761905,2.5311371142857144,40.71168,0.3705156328809524,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.3,DECK,1.4577249149659866,2.1553168218537415,32.8008704,0.29489725564551866,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.3,SUPPORT,1.8552862554112557,3.062718520021645,46.891878399999996,0.4478014928882792,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.4,ARCH,1.929956666666667,2.992055400000001,43.338240000000006,0.4371813269444445,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.4,DECK,1.6263679775280901,2.40466375,34.4118272,0.3365378737992697,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.4,SUPPORT,2.372897540983607,3.9171945696721315,50.56517120000001,0.5506219448456011,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.5,ARCH,2.354822,3.65073372,45.9648,0.5162200764333333,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.5,DECK,1.8397046874999998,2.7200923984374996,36.022784,0.3821961917335937,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.5,SUPPORT,3.2705861111111107,5.399104652777778,54.238464,0.6927247492837963,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.6,ARCH,3.0029183333333336,4.6554921,48.59136,0.6169116729166667,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.6,DECK,2.114731220657277,3.1267324354460087,37.6337408,0.4334000671115258,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
0.95,1.2,0.6,SUPPORT,5.177445402298851,8.546960272988507,57.91175679999999,0.9245312712286782,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.0,ARCH,2.713450666666667,4.206723840000001,38.016000000000005,0.3741142965333334,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.0,DECK,2.713450666666667,4.011968106666667,32.38400000000001,0.3440601112,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.0,SUPPORT,2.713450666666667,4.4793818666666665,41.536,0.3993129293333334,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.1,ARCH,3.020502222222222,4.682752800000001,41.057280000000006,0.4423644025925927,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.1,DECK,2.9293663793103453,4.331209935344829,34.249318400000014,0.39074597064020133,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.1,SUPPORT,3.1174908256880736,5.146373967889908,45.7892864,0.4908985502841285,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.2,ARCH,3.41682,5.297173200000001,44.09856000000001,0.5188109596666668,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.2,DECK,3.1932897196261685,4.721433364485982,36.11463680000001,0.441536205206106,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.2,SUPPORT,3.6740000000000004,6.065062903225806,50.0425728,0.5973902900058783,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.3,ARCH,3.940660952380953,6.109295657142859,47.13984000000001,0.6069667324761905,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.3,DECK,3.5184472789115655,5.20219454931973,37.97995520000001,0.4975616121262246,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.3,SUPPORT,4.47802380952381,7.392350595238097,54.295859199999995,0.728080274485671,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.4,ARCH,4.655786666666668,7.217971200000003,50.18112000000001,0.712686328888889,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.4,DECK,3.9234157303370796,5.800960000000003,39.845273600000006,0.5604103897552062,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.4,SUPPORT,5.72432786885246,9.449757377049181,58.54914560000001,0.8962447181779236,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.5,ARCH,5.6769680000000005,8.801131680000001,53.22240000000001,0.8448413764000001,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.5,DECK,4.4351312499999995,6.55755615625,41.71059200000001,0.6323854257072918,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.5,SUPPORT,7.884677777777778,13.016076944444444,62.802432,0.9876360704000001,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.6,ARCH,7.233746666666667,11.214640800000003,56.26368000000001,0.9515528960000001,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.6,DECK,5.0941877934272295,7.532003145539907,43.575910400000005,0.7169572689222536,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.6,0.6,SUPPORT,12.471977011494253,20.588820114942532,67.05571839999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.0,ARCH,2.1707605333333335,3.365379072000001,38.016000000000005,0.3216904772266667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.0,DECK,2.1707605333333335,3.209574485333334,32.38400000000001,0.2932917156266667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.0,SUPPORT,2.1707605333333335,3.5835054933333335,41.536,0.34457151680000003,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.1,ARCH,2.4164017777777778,3.7462022400000006,41.057280000000006,0.3840424852740742,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.1,DECK,2.3434931034482758,3.4649679482758624,34.249318400000014,0.3359709160748277,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.1,SUPPORT,2.4939926605504588,4.117099174311926,45.7892864,0.4280412217099695,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.2,ARCH,2.7334559999999994,4.23773856,44.09856000000001,0.45295165413333344,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.2,DECK,2.5546317757009347,3.7771466915887855,36.11463680000001,0.3819336166235514,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.2,SUPPORT,2.9391999999999996,4.852050322580644,50.0425728,0.5234358216367025,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.3,ARCH,3.152528761904763,4.887436525714287,47.13984000000001,0.5312281955809525,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.3,DECK,2.8147578231292516,4.161755639455783,37.97995520000001,0.4320844550556463,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.3,SUPPORT,3.5824190476190485,5.913880476190477,54.295859199999995,0.6381890173698701,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.4,ARCH,3.7246293333333345,5.774376960000002,50.18112000000001,0.6235557959111112,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.4,DECK,3.1387325842696634,4.640768000000001,39.845273600000006,0.4876939900548316,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.4,SUPPORT,4.579462295081968,7.559805901639345,58.54914560000001,0.7875338023309292,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.5,ARCH,4.5415744,7.040905344000001,53.22240000000001,0.7383650904533334,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.5,DECK,3.548105,5.2460449250000005,41.71059200000001,0.5506045317125001,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.5,SUPPORT,6.307742222222222,10.412861555555555,62.802432,0.9876360704000001,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.6,ARCH,5.786997333333332,8.971712640000002,56.26368000000001,0.8908506832000002,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.6,DECK,4.075350234741784,6.025602516431925,43.575910400000005,0.6235925191804695,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.75,0.6,SUPPORT,9.977581609195402,16.471056091954026,67.05571839999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.0,ARCH,1.8089671111111112,2.8044825600000007,38.016000000000005,0.2867412643555556,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.0,DECK,1.8089671111111112,2.6746454044444445,32.38400000000001,0.2594461185777778,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.0,SUPPORT,1.8089671111111112,2.986254577777778,41.536,0.3080772417777778,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.1,ARCH,2.013668148148148,3.1218352000000005,41.057280000000006,0.3451612070617285,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.1,DECK,1.9529109195402299,2.8874732902298854,34.249318400000014,0.2994542130312453,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.1,SUPPORT,2.0783272171253824,3.430915978593272,45.7892864,0.38613633599386343,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.2,ARCH,2.2778799999999997,3.5314488000000006,44.09856000000001,0.4090454504444445,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.2,DECK,2.1288598130841123,3.147622242990655,36.11463680000001,0.34219855756851514,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.2,SUPPORT,2.4493333333333336,4.043375268817204,50.0425728,0.4741328427239188,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.3,ARCH,2.627107301587302,4.0728637714285725,47.13984000000001,0.48073583765079375,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.3,DECK,2.345631519274377,3.468129699546486,37.97995520000001,0.3884330170085942,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.3,SUPPORT,2.985349206349207,4.9282337301587305,54.295859199999995,0.5782615126260029,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.4,ARCH,3.1038577777777783,4.8119808000000015,50.18112000000001,0.5641354405925927,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.4,DECK,2.615610486891386,3.867306666666668,39.845273600000006,0.4392163902545818,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.4,SUPPORT,3.8162185792349734,6.299838251366121,58.54914560000001,0.7112165068846632,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.5,ARCH,3.784645333333333,5.86742112,53.22240000000001,0.6662697887111112,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.5,DECK,2.9567541666666664,4.371704104166667,41.71059200000001,0.49608393571597226,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.5,SUPPORT,5.2564518518518515,8.677384629629628,62.802432,0.9037459048135802,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.6,ARCH,4.822497777777777,7.476427200000002,56.26368000000001,0.8011899408888891,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.6,DECK,3.3961251956181524,5.021335430359938,43.575910400000005,0.5613493526859468,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,0.9,0.6,SUPPORT,8.31465134099617,13.725880076628354,67.05571839999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.0,ARCH,1.5505432380952382,2.4038421942857147,38.016000000000005,0.26177754087619054,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.0,DECK,1.5505432380952382,2.292553203809524,32.38400000000001,0.23527069211428572,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.0,SUPPORT,1.5505432380952382,2.559646780952381,41.536,0.2820099024761905,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.1,ARCH,1.72600126984127,2.675858742857143,41.057280000000006,0.31738886548148154,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.1,DECK,1.673923645320197,2.4749771059113304,34.249318400000014,0.27337085371440073,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.1,SUPPORT,1.7814233289646133,2.9407851245085186,45.7892864,0.35620427476807337,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.2,ARCH,1.9524685714285712,3.026956114285715,44.09856000000001,0.3776838763809524,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.2,DECK,1.8247369826435247,2.697961922563418,36.11463680000001,0.31381637252920347,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.2,SUPPORT,2.0994285714285716,3.4657502304147463,50.0425728,0.4389164292147875,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.3,ARCH,2.2518062585034015,3.4910260897959193,47.13984000000001,0.4446698677006803,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.3,DECK,2.01054130223518,2.972682599611274,37.97995520000001,0.3572534184035569,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.3,SUPPORT,2.55887074829932,4.224200340136054,54.295859199999995,0.5354561520946691,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.4,ARCH,2.6604495238095245,4.124554971428573,50.18112000000001,0.5216923296507937,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.4,DECK,2.2419518459069026,3.3148342857142867,39.845273600000006,0.40458953325440344,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.4,SUPPORT,3.27104449648712,5.399861358313818,58.54914560000001,0.6567041529944732,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.5,ARCH,3.2439817142857144,5.029218102857143,53.22240000000001,0.6147731446095238,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.5,DECK,2.534360714285714,3.7471749464285713,41.71059200000001,0.45714065286130956,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.5,SUPPORT,4.505530158730159,7.437758253968254,62.802432,0.8290159284687831,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.6,ARCH,4.133569523809523,6.408366171428573,56.26368000000001,0.7359560773333335,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.6,DECK,2.9109644533869883,4.304001797451376,43.575910400000005,0.5168899480470021,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.05,0.6,SUPPORT,7.126844006568144,11.765040065681447,67.05571839999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.0,ARCH,1.3567253333333336,2.1033619200000007,38.016000000000005,0.24305474826666673,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.0,DECK,1.3567253333333336,2.0059840533333335,32.38400000000001,0.2171391222666667,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.0,SUPPORT,1.3567253333333336,2.2396909333333332,41.536,0.262459398,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.1,ARCH,1.510251111111111,2.3413764000000006,41.057280000000006,0.2965596092962964,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.1,DECK,1.4646831896551726,2.1656049676724143,34.249318400000014,0.25380833422676735,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.1,SUPPORT,1.5587454128440368,2.573186983944954,45.7892864,0.33375522884873093,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.2,ARCH,1.70841,2.6485866000000007,44.09856000000001,0.35416269583333343,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.2,DECK,1.5966448598130842,2.360716682242991,36.11463680000001,0.2925297337497197,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.2,SUPPORT,1.8370000000000002,3.032531451612903,50.0425728,0.41250411908293916,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.3,ARCH,1.9703304761904765,3.0546478285714294,47.13984000000001,0.4176203902380953,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.3,DECK,1.7592236394557828,2.601097274659865,37.97995520000001,0.333868719449779,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.3,SUPPORT,2.239011904761905,3.6961752976190483,54.295859199999995,0.5033521316961689,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.4,ARCH,2.327893333333334,3.6089856000000013,50.18112000000001,0.4898599964444445,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.4,DECK,1.9617078651685398,2.9004800000000013,39.845273600000006,0.37861939050426974,SAFE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.4,SUPPORT,2.86216393442623,4.724878688524591,58.54914560000001,0.6158198875768307,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.5,ARCH,2.8384840000000002,4.4005658400000005,53.22240000000001,0.5761506615333334,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.5,DECK,2.2175656249999998,3.278778078125,41.71059200000001,0.42793319072031255,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.5,SUPPORT,3.942338888888889,6.508038472222222,62.802432,0.7729684462101853,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.6,ARCH,3.6168733333333334,5.607320400000002,56.26368000000001,0.6870306796666669,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.6,DECK,2.5470938967136147,3.7660015727699534,43.575910400000005,0.48354539456779344,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.1,1.2,0.6,SUPPORT,6.235988505747127,10.294410057471266,67.05571839999999,1.0,PROBABLE_FAILURE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.0,ARCH,3.229166666666667,5.006250000000001,43.2,0.42813895833333343,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.0,DECK,3.229166666666667,4.774479166666667,36.800000000000004,0.39354203125000004,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.0,SUPPORT,3.229166666666667,5.330729166666667,47.199999999999996,0.4573959895833334,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.1,ARCH,3.5942777777777777,5.572290000000001,46.656000000000006,0.5018181175925926,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.1,DECK,3.4858297413793107,5.153967941810345,38.91968000000001,0.4437719174349857,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.1,SUPPORT,3.7096903669724774,6.123980791284404,52.03328,0.5565902821983945,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.2,ARCH,4.064875,6.301867500000001,50.11200000000001,0.5847624354166668,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.2,DECK,3.798948598130841,5.616929322429907,41.03936,0.4986370464587228,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.2,SUPPORT,4.370833333333334,7.215399865591397,56.86656,0.6726656947464158,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.3,ARCH,4.686166666666667,7.2650700000000015,53.568000000000005,0.6809426940476191,CRITICAL,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
1.25,0.6,0.3,DECK,4.184077380952381,6.1863608630952385,43.159040000000005,0.5594144750216837,MODERATE,SYNTHETIC_EXPLORATORY_NOT_OPENSEES
